available_cities,available_days,available_time_slots,base_price,breed_specific,category,city_pricing,created_at,created_by,deposit_percentage,description,duration,duration_minutes,excludes,features,fulfillment,id,image,image_url,includes,is_24x7,is_active,is_bookable,is_free,is_synced_from_product,mira_whispers,name,payment_timing,pet_count_pricing,pet_size_pricing,pet_sizes,pet_types,pillar,price,provider_id,provider_name,requires_consultation,service_type,source_product_id,status,sync_timestamp,tags,updated_at
[],[],[],1500,[],,{},2026-02-27T16:05:09.583816+00:00,admin,20,Everything you need to know as a first-time pet parent,,90,[],,in_house,SVC-LEARN-NEWPARENT,,,[],False,True,True,False,,[],New Pet Parent Onboarding,configurable,{},{},[],"['dog', 'cat']",learn,,,,False,info,,,,[],2026-02-27T16:05:09.583818+00:00
[],[],[],800,[],,{},2026-02-27T16:05:09.584114+00:00,admin,20,Understand your breed's needs and temperament,,60,[],,in_house,SVC-LEARN-BREED,,,[],False,True,True,False,,[],Breed Education Session,configurable,{},{},[],"['dog', 'cat']",learn,,,,False,info,,,,[],2026-02-27T16:05:09.584116+00:00
[],[],[],2000,[],,{},2026-02-27T16:05:09.584397+00:00,admin,20,First 30 days with your new puppy,,120,[],,in_house,SVC-LEARN-PUPPY,,,[],False,True,True,False,,[],Puppy Transition Guidance,configurable,{},{},[],"['dog', 'cat']",learn,,,,False,info,,,,[],2026-02-27T16:05:09.584399+00:00
[],[],[],1000,[],,{},2026-02-27T16:05:09.584675+00:00,admin,20,Understanding and caring for aging pets,,60,[],,in_house,SVC-LEARN-SENIOR,,,[],False,True,True,False,,[],Senior Pet Care Education,configurable,{},{},[],"['dog', 'cat']",learn,,,,False,info,,,,[],2026-02-27T16:05:09.584677+00:00
[],[],[],1200,[],,{},2026-02-27T16:05:09.584971+00:00,admin,20,Learn to read and understand your pet's behavior,,75,[],,in_house,SVC-LEARN-BEHAVIOR,,,[],False,True,True,False,,[],Behavior Understanding,configurable,{},{},[],"['dog', 'cat']",learn,,,,False,info,,,,[],2026-02-27T16:05:09.584973+00:00
[],[],[],3000,[],,{},2026-02-27T16:05:09.585261+00:00,admin,20,"Sit, stay, come, heel basics",,,[],,in_house,SVC-LEARN-TRAINING-BASIC,,,[],False,True,True,False,,[],Basic Obedience Training,configurable,{},{},[],"['dog', 'cat']",learn,,,,False,info,,,,[],2026-02-27T16:05:09.585263+00:00
[],[],[],5000,[],,{},2026-02-27T16:05:09.585545+00:00,admin,20,Advanced commands and tricks,,,[],,in_house,SVC-LEARN-TRAINING-ADV,,,[],False,True,True,False,,[],Advanced Training,configurable,{},{},[],"['dog', 'cat']",learn,,,,False,info,,,,[],2026-02-27T16:05:09.585547+00:00
[],[],[],500,[],,{},2026-02-27T16:05:09.585835+00:00,admin,20,Help with local pet registration,,30,[],,in_house,SVC-PAPER-REGISTER,,,[],False,True,True,False,,[],Pet Registration Guidance,configurable,{},{},[],"['dog', 'cat']",paperwork,,,,False,info,,,,[],2026-02-27T16:05:09.585837+00:00
[],[],[],300,[],,{},2026-02-27T16:05:09.586125+00:00,admin,20,Microchip registration and documentation,,30,[],,in_house,SVC-PAPER-MICROCHIP,,,[],False,True,True,False,,[],Microchipping Assistance,configurable,{},{},[],"['dog', 'cat']",paperwork,,,,False,info,,,,[],2026-02-27T16:05:09.586127+00:00
[],[],[],400,[],,{},2026-02-27T16:05:09.586406+00:00,admin,20,Local compliance and licensing guidance,,45,[],,in_house,SVC-PAPER-LICENSE,,,[],False,True,True,False,,[],Licensing & Compliance,configurable,{},{},[],"['dog', 'cat']",paperwork,,,,False,info,,,,[],2026-02-27T16:05:09.586408+00:00
[],[],[],1500,[],,{},2026-02-27T16:05:09.586694+00:00,admin,20,"Pet passport, health certificates, NOCs",,60,[],,in_house,SVC-PAPER-TRAVEL,,,[],False,True,True,False,,[],Travel Documentation,configurable,{},{},[],"['dog', 'cat']",paperwork,,,,False,info,,,,[],2026-02-27T16:05:09.586696+00:00
[],[],[],300,[],,{},2026-02-27T16:05:09.586993+00:00,admin,20,Help with pet insurance documentation,,30,[],,in_house,SVC-PAPER-INSURANCE,,,[],False,True,True,False,,[],Insurance Paperwork Advisory,configurable,{},{},[],"['dog', 'cat']",paperwork,,,,False,info,,,,[],2026-02-27T16:05:09.586994+00:00
[],[],[],500,[],,{},2026-02-27T16:05:09.587276+00:00,admin,20,Adoption papers and transfer documentation,,45,[],,in_house,SVC-PAPER-ADOPTION,,,[],False,True,True,False,,[],Adoption Documentation,configurable,{},{},[],"['dog', 'cat']",paperwork,,,,False,info,,,,[],2026-02-27T16:05:09.587278+00:00
[],[],[],,[],,{},2026-02-27T16:05:09.587560+00:00,admin,20,Long-term planning for your pet's life,,,[],,in_house,SVC-ADVISE-LIFE,,,[],False,True,False,False,,[],Pet Life Planning,configurable,{},{},[],"['dog', 'cat']",advisory,,,,True,info,,,,[],2026-02-27T16:05:09.587563+00:00
[],[],[],500,[],,{},2026-02-27T16:05:09.587854+00:00,admin,20,Navigate pet rules in housing societies,,45,[],,in_house,SVC-ADVISE-HOUSING,,,[],False,True,True,False,,[],Housing & Society Advisory,configurable,{},{},[],"['dog', 'cat']",advisory,,,,False,info,,,,[],2026-02-27T16:05:09.587856+00:00
[],[],[],1000,[],,{},2026-02-27T16:05:09.588162+00:00,admin,20,Adding another pet to your family,,60,[],,in_house,SVC-ADVISE-MULTI,,,[],False,True,True,False,,[],Multi-Pet Household Planning,configurable,{},{},[],"['dog', 'cat']",advisory,,,,False,info,,,,[],2026-02-27T16:05:09.588164+00:00
[],[],[],,[],,{},2026-02-27T16:05:09.588456+00:00,admin,20,Non-clinical behavior concern guidance,,,[],,in_house,SVC-ADVISE-BEHAVIOR,,,[],False,True,False,False,,[],Behavior Escalation Pathways,configurable,{},{},[],"['dog', 'cat']",advisory,,,,True,info,,,,[],2026-02-27T16:05:09.588458+00:00
[],[],[],,[],,{},2026-02-27T16:05:09.588752+00:00,admin,20,Planning for your pet's final chapter,,,[],,in_house,SVC-ADVISE-EOL,,,[],False,True,False,False,,[],End-of-Life Preparation,configurable,{},{},[],"['dog', 'cat']",advisory,,,,True,info,,,,[],2026-02-27T16:05:09.588754+00:00
[],[],[],0,[],,{},2026-02-27T16:05:09.589046+00:00,admin,20,Find nearest emergency vet immediately,,,[],,in_house,SVC-EMERG-VET,,,[],True,True,True,True,,[],Emergency Vet Discovery,configurable,{},{},[],"['dog', 'cat']",emergency,,,,False,info,,,,[],2026-02-27T16:05:09.589048+00:00
[],[],[],0,[],,{},2026-02-27T16:05:09.589336+00:00,admin,20,Guidance when regular vets are closed,,,[],,in_house,SVC-EMERG-AFTER,,,[],True,True,True,True,,[],After-Hours Care Guidance,configurable,{},{},[],"['dog', 'cat']",emergency,,,,False,info,,,,[],2026-02-27T16:05:09.589338+00:00
[],[],[],0,[],,{},2026-02-27T16:05:09.589621+00:00,admin,20,Immediate guidance for emergencies,,,[],,in_house,SVC-EMERG-RESPONSE,,,[],True,True,True,True,,[],Accident & Poisoning Response,configurable,{},{},[],"['dog', 'cat']",emergency,,,,False,info,,,,[],2026-02-27T16:05:09.589623+00:00
[],[],[],,[],,{},2026-02-27T16:05:09.589928+00:00,admin,20,Coordination for lost pet recovery,,,[],,in_house,SVC-EMERG-LOST,,,[],True,True,False,True,,[],Lost Pet Response,configurable,{},{},[],"['dog', 'cat']",emergency,,,,True,info,,,,[],2026-02-27T16:05:09.589930+00:00
[],[],[],1500,[],,"{'mumbai': 1.3, 'delhi': 1.2, 'bangalore': 1.0}",2026-02-27T16:05:09.590222+00:00,admin,20,Emergency pet ambulance coordination,,,[],,in_house,SVC-EMERG-TRANSPORT,,,[],True,True,True,False,,[],Emergency Transport,configurable,{},{},[],"['dog', 'cat']",emergency,,,,False,info,,,,[],2026-02-27T16:05:09.590224+00:00
[],[],[],,[],,{},2026-02-27T16:05:09.590507+00:00,admin,20,Compassionate planning support,,,[],,in_house,SVC-FARE-PLANNING,,,[],False,True,False,False,,[],End-of-Life Planning,configurable,{},{},[],"['dog', 'cat']",farewell,,,,True,info,,,,[],2026-02-27T16:05:09.590509+00:00
[],[],[],,[],,{},2026-02-27T16:05:09.590800+00:00,admin,20,Vet-guided peaceful passing,,,[],,in_house,SVC-FARE-EUTHANASIA,,,[],False,True,False,False,,[],Euthanasia Coordination,configurable,{},{},[],"['dog', 'cat']",farewell,,,,True,info,,,,[],2026-02-27T16:05:09.590802+00:00
[],[],[],3000,[],,"{'mumbai': 1.2, 'delhi': 1.1, 'bangalore': 1.0}",2026-02-27T16:05:09.591090+00:00,admin,20,Dignified final arrangements,,,[],,in_house,SVC-FARE-CREMATION,,,[],False,True,True,False,,[],Cremation & Burial,configurable,{},{},[],"['dog', 'cat']",farewell,,,,False,info,,,,[],2026-02-27T16:05:09.591092+00:00
[],[],[],2000,[],,{},2026-02-27T16:05:09.591390+00:00,admin,20,Memorial planning and keepsakes,,,[],,in_house,SVC-FARE-MEMORIAL,,,[],False,True,True,False,,[],Memorial & Remembrance,configurable,{},{},[],"['dog', 'cat']",farewell,,,,False,info,,,,[],2026-02-27T16:05:09.591392+00:00
[],[],[],0,[],,{},2026-02-27T16:05:09.591676+00:00,admin,20,Support during difficult times,,,[],,in_house,SVC-FARE-GRIEF,,,[],False,True,True,True,,[],Grief Support Resources,configurable,{},{},[],"['dog', 'cat']",farewell,,,,False,info,,,,[],2026-02-27T16:05:09.591678+00:00
[],[],[],0,[],,{},2026-02-27T16:05:09.591980+00:00,admin,20,Find verified shelters and rescues,,,[],,in_house,SVC-ADOPT-DISCOVER,,,[],False,True,True,True,,[],Ethical Adoption Discovery,configurable,{},{},[],"['dog', 'cat']",adopt,,,,False,info,,,,[],2026-02-27T16:05:09.591982+00:00
[],[],[],500,[],,{},2026-02-27T16:05:09.592264+00:00,admin,20,Find the right breed for your lifestyle,,45,[],,in_house,SVC-ADOPT-SUITABILITY,,,[],False,True,True,False,,[],Breed Suitability Advisory,configurable,{},{},[],"['dog', 'cat']",adopt,,,,False,info,,,,[],2026-02-27T16:05:09.592266+00:00
[],[],[],300,[],,{},2026-02-27T16:05:09.592545+00:00,admin,20,Are you ready for a pet?,,30,[],,in_house,SVC-ADOPT-READINESS,,,[],False,True,True,False,,[],Adoption Readiness Planning,configurable,{},{},[],"['dog', 'cat']",adopt,,,,False,info,,,,[],2026-02-27T16:05:09.592547+00:00
[],[],[],500,[],,{},2026-02-27T16:05:09.592849+00:00,admin,20,Prepare your home for a new pet,,45,[],,in_house,SVC-ADOPT-HOME,,,[],False,True,True,False,,[],Home Preparation Guidance,configurable,{},{},[],"['dog', 'cat']",adopt,,,,False,info,,,,[],2026-02-27T16:05:09.592851+00:00
[],[],[],2000,[],,{},2026-02-27T16:05:09.593146+00:00,admin,20,Transition support for new adoptions,,,[],,in_house,SVC-ADOPT-TRANSITION,,,[],False,True,True,False,,[],First 30 Days Support,configurable,{},{},[],"['dog', 'cat']",adopt,,,,False,info,,,,[],2026-02-27T16:05:09.593148+00:00
[],[],[],0,[],,{},2026-02-27T16:05:09.593434+00:00,admin,20,Help finding the right products,,,[],,in_house,SVC-SHOP-PERSONAL,,,[],False,True,True,True,,[],Personal Shopping Assistance,configurable,{},{},[],"['dog', 'cat']",shop,,,,False,info,,,,[],2026-02-27T16:05:09.593436+00:00
[],[],[],,[],,{},2026-02-27T16:05:09.593726+00:00,admin,20,Urgent product sourcing,,,[],,in_house,SVC-SHOP-EMERGENCY,,,[],False,True,False,False,,[],Emergency Sourcing,configurable,{},{},[],"['dog', 'cat']",shop,,,,True,info,,,,[],2026-02-27T16:05:09.593729+00:00
[],[],[],200,[],,{},2026-02-27T16:05:09.594029+00:00,admin,20,Find specific vet-recommended products,,30,[],,in_house,SVC-SHOP-VET-REC,,,[],False,True,True,False,,[],Vet-Recommended Sourcing,configurable,{},{},[],"['dog', 'cat']",shop,,,,False,info,,,,[],2026-02-27T16:05:09.594031+00:00
[],[],[],500,[],,{},2026-02-27T16:05:09.594323+00:00,admin,20,All products needed for travel/move,,60,[],,in_house,SVC-SHOP-RELOCATE,,,[],False,True,True,False,,[],Travel & Relocation Sourcing,configurable,{},{},[],"['dog', 'cat']",shop,,,,False,info,,,,[],2026-02-27T16:05:09.594325+00:00
,,,449.0,,dognuts,,2026-02-27T16:08:35.465761+00:00,,,"Embroidered ""sprinkles"" and toppings make them look like real delicious donuts! Each donut includes 2 exclusive mini crescent squeakers. No stuffing. 5 x 5 x 1 inches.",,,,,,svc-shopify-8637229531290,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/ZP813_1.jpg?v=1759123127,,,,,,True,,Blueberry Dognut Toy,,,,,,shop,449.0,,,,product,shopify-8637229531290,active,2026-02-27T16:08:48.150032+00:00,"['Accessories', 'Toys']",2026-02-27T16:08:48.150041+00:00
,,,549.0,,mini-cakes,,2026-02-27T16:08:35.466568+00:00,,,Love in the Air Mini – Valentine Cake for Dogs (200g) Love is in the air… and on this cake 🎈❤️ Our Love in the Air Mini is a 200g Valentine-themed dog cake decorated with hand-piped heart balloons and space for a short personalised message. Perfect for celebrating your pup this February — whether it,,,,,,svc-shopify-8778661527706,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitled_design_-_2026-02-11T113032.610.png?v=1770790265,,,,,,True,,Love in the Air Mini,,,,,,shop,549.0,,,,product,shopify-8778661527706,active,2026-02-27T16:08:48.150786+00:00,"['bowto', 'Personalised Bowto', ""Valentine's""]",2026-02-27T16:08:48.150789+00:00
,,,549.0,,mini-cakes,,2026-02-27T16:08:35.467144+00:00,,,"Love Note Mini – Personalised Valentine Dog Cake (200g) Celebrate your pup with a sweet little love note they can actually eat 🐾❤️ Our Love Note Mini is a 200g personalised Valentine dog cake, designed for small celebrations, surprise treats, and February barkdays. Finished with a smooth red frostin",,,,,,svc-shopify-8778647142554,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitled_design_-_2026-02-11T115139.004.png?v=1770790955,,,,,,True,,Love Note Mini,,,,,,shop,549.0,,,,product,shopify-8778647142554,active,2026-02-27T16:08:48.151334+00:00,"['bowto', 'Personalised Bowto', ""Valentine's""]",2026-02-27T16:08:48.151336+00:00
,,,499.0,,hampers,,2026-02-27T16:08:35.467597+00:00,,,"A fully custom treat box, made exactly the way your dog likes it. What’s inside: 🧁 1 Pupcake – choose your flavour and design 🍪 1 Pack of Treats – pick your preferred flavour 🥣 1 Yogurt Cup – select your choice of our homemade, dog-safe yogurt Freshly baked using real, pet-friendly ingredients, with",,,,,,svc-shopify-8746585850010,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitleddesign-2026-01-20T122636.295.png?v=1768892215,,,,,,True,,Made-For-Your-Pup Box,,,,,,shop,499.0,,,,product,shopify-8746585850010,active,2026-02-27T16:08:48.151841+00:00,"['Gift Box', 'Pupcakes', ""Valentine's""]",2026-02-27T16:08:48.151843+00:00
,,,1199.0,,hampers,,2026-02-27T16:08:35.468128+00:00,,,"Because every good dog deserves a little bit of everything 🐶🎁 Our Treats &amp; Tails Box lets you mix, match, and spoil your pup the right way. What’s inside: 🐔 Grain-free chicken treats (chicken liver or chicken) 🍪 Biscuit treats – pick your pup’s favourite flavour 🧸 A toy of your choice for playti",,,,,,svc-shopify-8742247891098,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitleddesign-2026-01-17T110113.430.png?v=1768627888,,,,,,True,,Pick-A-Treat Pup Box,,,,,,shop,1199.0,,,,product,shopify-8742247891098,active,2026-02-27T16:08:48.152364+00:00,"['Gift Box', ""Valentine's""]",2026-02-27T16:08:48.152367+00:00
,,,499.0,,hampers,,2026-02-27T16:08:35.468595+00:00,,,"Go Bananas for better treats 🍌🐾 A feel-good banana combo made with simple, nourishing ingredients your dog will love. Inside the box: 🍌 Banana-topped Pupcake 🍌 Banana Fro-Yo 🍌 Banana &amp; Oat Cookies Perfect as return gifts for dog birthday parties or as a wholesome everyday treat for your own pup.",,,,,,svc-shopify-8742243238042,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitleddesign-2026-01-17T105403.300.png?v=1768627457,,,,,,True,,Go Bananas Box,,,,,,shop,499.0,,,,product,shopify-8742243238042,active,2026-02-27T16:08:48.152838+00:00,"['Gift Box', 'Pupcakes']",2026-02-27T16:08:48.152840+00:00
,,,499.0,,hampers,,2026-02-27T16:08:35.469017+00:00,,,"Berry Much Love, packed in one box 🍓🐾 A wholesome strawberry-themed combo made to celebrate dogs the healthy way. Inside you’ll find: 🍓 Strawberry Fro-Yo 🍓 Strawberry Heart Pupcake 🍓 Berry Chicken Heart Cookies Perfect as return gifts for dog birthday parties , or as a feel-good treat for your own p",,,,,,svc-shopify-8740883824794,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/2N9A0879copy.jpg?v=1768627176,,,,,,True,,Berry Much Love Box,,,,,,shop,499.0,,,,product,shopify-8740883824794,active,2026-02-27T16:08:48.153235+00:00,"['Gift Box', 'Pupcakes', ""Valentine's""]",2026-02-27T16:08:48.153238+00:00
,,,475.0,,dognuts,,2026-02-27T16:08:35.469432+00:00,,,"Because Halloween’s more fun with a little spook and a lot of wag! 💚 These eye-popping do(g)nuts are frosted with spinach &amp; yogurt for the ghoulish green and peanut butter &amp; yogurt for the spiderweb swirl. Freshly baked, frightfully cute, and 100% dog-safe! 🎃✨",,,,,,svc-shopify-8661308375194,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Designer_2.png?v=1761635166,,,,,,True,,👻 Googly Ghoul Dognuts 🐾,,,,,,shop,475.0,,,,product,shopify-8661308375194,active,2026-02-27T16:08:48.153653+00:00,['Pupcakes'],2026-02-27T16:08:48.153655+00:00
,,,475.0,,dognuts,,2026-02-27T16:08:35.469824+00:00,,,"Trick or treat? Definitely treat! 🧡 These Halloween-themed pupcakes are topped with homemade yogurt and natural orange coloring to bring Jack O’ Lanterns to life — freshly baked, 100% dog-safe, and guaranteed to make your pup’s tail wag with spooky delight! 👻✨",,,,,,svc-shopify-8661314961562,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Designer_5.png?v=1761639445,,,,,,True,,🎃Jack O’ Lick Pupcakes 🐾,,,,,,shop,475.0,,,,product,shopify-8661314961562,active,2026-02-27T16:08:48.154038+00:00,['Pupcakes'],2026-02-27T16:08:48.154040+00:00
,,,475.0,,dognuts,,2026-02-27T16:08:35.470225+00:00,,,"Spooky meets scrumptious with these Halloween-themed do(g)nuts! 👻 Frosted with spinach &amp; yogurt for the eerie green eyes and peanut butter &amp; yogurt for the spiderweb swirl — each bite is 100% dog-safe, freshly baked, and frightfully tasty. 🧡✨",,,,,,svc-shopify-8661303918746,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Designer_6_a14c4938-d240-4a9c-b4dc-2d8c5c96aa02.png?v=1761639341,,,,,,True,,🕸️ Creepy Crawly Dognuts 🐾,,,,,,shop,475.0,,,,product,shopify-8661303918746,active,2026-02-27T16:08:48.154527+00:00,['Pupcakes'],2026-02-27T16:08:48.154529+00:00
,,,475.0,,dognuts,,2026-02-27T16:08:35.470598+00:00,,,"A Halloween-perfect mix of Jack-o’-lantern 🎃 and spooky eyeball 👁️ pupcakes — made with healthy, pet-safe ingredients and topped with homemade yogurt. The Jack-o’-lanterns get their glow from natural orange colouring, while the eyeballs are tinted with spinach for that spooky green swirl. Freshly ba",,,,,,svc-shopify-8661298741402,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Designer_4.png?v=1761635507,,,,,,True,,🎃 Spooky Pupcakes 👁️,,,,,,shop,475.0,,,,product,shopify-8661298741402,active,2026-02-27T16:08:48.154912+00:00,['Pupcakes'],2026-02-27T16:08:48.154914+00:00
,,,1599.0,,cakes,,2026-02-27T16:08:35.470998+00:00,,,"With yummy cakes and treats, pawdorable goodies, pawfect decorations and a bandana to match this is everything that you and your little baby will need for the perfect family celebration Cake Party Box : Cake (Choose) Party Hats Candle Balloons Birthday Banner Special Birthday Assorted Biscuit Treats",,,,,,svc-shopify-7222825058458,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/WhatsAppImage2022-05-13at3.24.11PM.jpg?v=1655357921,,,,,,True,,Dog Birthday Cake Hamper w/ Toy,,,,,,shop,1599.0,,,,product,shopify-7222825058458,active,2026-02-27T16:08:48.155347+00:00,"['Cake Hamper', 'Combos', 'Party Box', 'Party Box1', 'Toy Combo', 'Treats']",2026-02-27T16:08:48.155349+00:00
,,,1899.0,,cakes,,2026-02-27T16:08:35.471373+00:00,,,"With yummy cakes and treats, pawdorable goodies, pawfect decorations and a bandana to match this is everything that you and your little baby will need for the perfect family celebration Cake Party Box : Cake (Choose) Party Hats Candle Balloons Birthday Banner Special Birthday Assorted Biscuit Treats",,,,,,svc-shopify-7222829908122,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Breed_Birthday_Cake_Hamper_Toy.png?v=1723637829,,,,,,True,,Breed Birthday Cake Hamper w/ Toy,,,,,,shop,1899.0,,,,product,shopify-7222829908122,active,2026-02-27T16:08:48.155753+00:00,"['Combos', 'Party Box', 'party box2', 'PBcustom', 'Toy Combo', 'Treats']",2026-02-27T16:08:48.155755+00:00
